Ensembl,logFC,FDR,Symbol,Genename,Chromosome
ENSG00000139722,0.634326331,0.022058663,VPS37B,VPS37B subunit of ESCRT-I,12
ENSG00000133731,-0.547423048,0.022059003,IMPA1,inositol monophosphatase 1,8
ENSG00000105185,-0.500954999,0.022070923,PDCD5,programmed cell death 5,19
ENSG00000135250,-0.48345919,0.022075836,SRPK2,SRSF protein kinase 2,7
ENSG00000153266,-0.502547396,0.022075836,FEZF2,FEZ family zinc finger 2,3
ENSG00000006634,-0.566271744,0.022091286,DBF4,DBF4 zinc finger,7
ENSG00000188725,-0.51890631,0.022091286,SMIM15,small integral membrane protein 15,5
ENSG00000176171,-0.48710436,0.022095972,BNIP3,BCL2 interacting protein 3,10
ENSG00000136738,-0.507524978,0.022116631,STAM,signal transducing adaptor molecule,10
ENSG00000163618,-0.700852298,0.022117507,CADPS,calcium dependent secretion activator,3
ENSG00000078246,0.565799848,0.022125586,TULP3,TUB like protein 3,12
ENSG00000276234,-0.404627939,0.022139225,TADA2A,transcriptional adaptor 2A,17
ENSG00000214140,0.915134447,0.022165312,PRCD,photoreceptor disc component,17
ENSG00000138646,0.605463561,0.022169097,HERC5,HECT and RLD domain containing E3 ubiquitin protein ligase 5,4
ENSG00000213203,0.757826559,0.022188624,GIMAP1,"GTPase, IMAP family member 1",7
ENSG00000058262,0.480749587,0.022189902,SEC61A1,SEC61 translocon alpha 1 subunit,3
ENSG00000196405,0.467728767,0.022228849,EVL,Enah/Vasp-like,14
ENSG00000047597,-0.843701851,0.022247637,XK,X-linked Kx blood group,X
ENSG00000104427,-0.756293971,0.022252065,ZC2HC1A,zinc finger C2HC-type containing 1A,8
ENSG00000084444,-0.599711153,0.022264415,FAM234B,family with sequence similarity 234 member B,12
ENSG00000137266,0.557086021,0.022295113,SLC22A23,solute carrier family 22 member 23,6
ENSG00000123427,0.845033288,0.022309117,EEF1AKMT3,EEF1A lysine methyltransferase 3,12
ENSG00000136856,0.739998011,0.022309117,SLC2A8,solute carrier family 2 member 8,9
ENSG00000204248,0.878923697,0.022309281,COL11A2,collagen type XI alpha 2 chain,6
ENSG00000213593,-0.439926228,0.02231373,TMX2,thioredoxin related transmembrane protein 2,11
ENSG00000128607,-0.390083032,0.022330527,KLHDC10,kelch domain containing 10,7
ENSG00000114125,-0.480459883,0.022335467,RNF7,ring finger protein 7,3
ENSG00000175785,0.918829487,0.022335969,PRIMA1,proline rich membrane anchor 1,14
ENSG00000145555,0.540935043,0.022372779,MYO10,myosin X,5
ENSG00000071626,0.561661739,0.022419055,DAZAP1,DAZ associated protein 1,19
ENSG00000101958,-0.910540577,0.022426878,GLRA2,glycine receptor alpha 2,X
ENSG00000160223,1.731305728,0.022442931,ICOSLG,inducible T cell costimulator ligand,21
ENSG00000122824,-0.853698307,0.022475833,NUDT10,nudix hydrolase 10,X
ENSG00000197951,0.533163992,0.022475833,ZNF71,zinc finger protein 71,19
ENSG00000135387,-0.466019758,0.022475833,CAPRIN1,cell cycle associated protein 1,11
ENSG00000138172,0.748849786,0.022475833,CALHM2,calcium homeostasis modulator family member 2,10
ENSG00000106415,-0.463590968,0.022475833,GLCCI1,glucocorticoid induced 1,7
ENSG00000127952,0.561386854,0.022475833,STYXL1,serine/threonine/tyrosine interacting like 1,7
ENSG00000144290,-0.778716656,0.022475833,SLC4A10,solute carrier family 4 member 10,2
ENSG00000047644,0.562724571,0.022478462,WWC3,WWC family member 3,X
ENSG00000105963,1.135031428,0.022509606,ADAP1,ArfGAP with dual PH domains 1,7
ENSG00000002746,-0.559043206,0.022510085,HECW1,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1",7
ENSG00000213928,0.686966373,0.022512392,IRF9,interferon regulatory factor 9,14
ENSG00000119812,-0.497051178,0.022535207,FAM98A,family with sequence similarity 98 member A,2
ENSG00000135083,0.65604451,0.022535665,CCNJL,cyclin J like,5
ENSG00000163877,-0.410547922,0.022539151,SNIP1,Smad nuclear interacting protein 1,1
ENSG00000156687,-0.649164877,0.022543836,UNC5D,unc-5 netrin receptor D,8
ENSG00000047578,0.483618184,0.02255698,KIAA0556,KIAA0556,16
ENSG00000141655,-0.519232296,0.022575098,TNFRSF11A,TNF receptor superfamily member 11a,18
ENSG00000174469,-0.739453827,0.022588952,CNTNAP2,contactin associated protein like 2,7
ENSG00000135974,-0.477683516,0.022627315,C2orf49,chromosome 2 open reading frame 49,2
ENSG00000185591,0.477698704,0.022636861,SP1,Sp1 transcription factor,12
ENSG00000127804,0.49170951,0.022668002,METTL16,methyltransferase like 16,17
ENSG00000204186,-0.692421709,0.022671394,ZDBF2,zinc finger DBF-type containing 2,2
ENSG00000182628,-0.546316429,0.022673656,SKA2,spindle and kinetochore associated complex subunit 2,17
ENSG00000143537,0.846398094,0.022713969,ADAM15,ADAM metallopeptidase domain 15,1
ENSG00000152454,-0.436903083,0.02273836,ZNF256,zinc finger protein 256,19
ENSG00000154305,-0.522925598,0.022762806,MIA3,MIA SH3 domain ER export factor 3,1
ENSG00000115816,-0.44671135,0.022787859,CEBPZ,CCAAT enhancer binding protein zeta,2
ENSG00000023839,1.331210004,0.022805955,ABCC2,ATP binding cassette subfamily C member 2,10
ENSG00000181381,0.599482279,0.022805955,DDX60L,DExD/H-box 60 like,4
ENSG00000173391,-0.902817775,0.022829718,OLR1,oxidized low density lipoprotein receptor 1,12
ENSG00000197774,0.856992867,0.022865073,EME2,essential meiotic structure-specific endonuclease subunit 2,16
ENSG00000100567,-0.532157221,0.022866023,PSMA3,proteasome 20S subunit alpha 3,14
ENSG00000172209,-1.018363153,0.02288109,GPR22,G protein-coupled receptor 22,7
ENSG00000124491,1.10574619,0.02288109,F13A1,coagulation factor XIII A chain,6
ENSG00000010292,0.525519233,0.022951255,NCAPD2,non-SMC condensin I complex subunit D2,12
ENSG00000152977,0.562290907,0.022981151,ZIC1,Zic family member 1,3
ENSG00000124541,-0.386535279,0.022989114,RRP36,ribosomal RNA processing 36,6
ENSG00000185803,0.740948571,0.023012334,SLC52A2,solute carrier family 52 member 2,8
ENSG00000103342,-0.406970404,0.023095874,GSPT1,G1 to S phase transition 1,16
ENSG00000166927,0.975045196,0.023095874,MS4A7,membrane spanning 4-domains A7,11
ENSG00000073910,-0.50100658,0.023108757,FRY,FRY microtubule binding protein,13
ENSG00000177548,0.801840851,0.02311694,RABEP2,"rabaptin, RAB GTPase binding effector protein 2",16
ENSG00000133641,-0.560448862,0.023171096,C12orf29,chromosome 12 open reading frame 29,12
ENSG00000112305,-0.569658959,0.023172182,SMAP1,small ArfGAP 1,6
ENSG00000144591,0.603994019,0.023191236,GMPPA,GDP-mannose pyrophosphorylase A,2
ENSG00000108370,0.532899966,0.023193229,RGS9,regulator of G protein signaling 9,17
ENSG00000169951,0.845789465,0.023206065,ZNF764,zinc finger protein 764,16
ENSG00000110955,-0.693516832,0.023206065,ATP5F1B,ATP synthase F1 subunit beta,12
ENSG00000113441,-0.465344644,0.023230761,LNPEP,leucyl and cystinyl aminopeptidase,5
ENSG00000168434,0.432858857,0.023234975,COG7,component of oligomeric golgi complex 7,16
ENSG00000089818,-0.734662352,0.023246509,NECAP1,NECAP endocytosis associated 1,12
ENSG00000126883,0.39313192,0.023252209,NUP214,nucleoporin 214,9
ENSG00000160284,1.247254026,0.023273223,SPATC1L,spermatogenesis and centriole associated 1 like,21
ENSG00000189403,-0.43970277,0.023273223,HMGB1,high mobility group box 1,13
ENSG00000142065,-0.507705506,0.023283093,ZFP14,ZFP14 zinc finger protein,19
ENSG00000108924,-0.690573103,0.023294071,HLF,"HLF transcription factor, PAR bZIP family member",17
ENSG00000070495,0.51104038,0.023294071,JMJD6,"jumonji domain containing 6, arginine demethylase and lysine hydroxylase",17
ENSG00000262484,0.70625508,0.023305131,CCER2,coiled-coil glutamate rich protein 2,19
ENSG00000064115,-0.408987282,0.023305131,TM7SF3,transmembrane 7 superfamily member 3,12
ENSG00000198467,0.65515024,0.023316901,TPM2,tropomyosin 2,9
ENSG00000011275,0.415022279,0.023316901,RNF216,ring finger protein 216,7
ENSG00000113327,-0.994175704,0.023316901,GABRG2,gamma-aminobutyric acid type A receptor gamma2 subunit,5
ENSG00000127419,0.724353443,0.023316901,TMEM175,transmembrane protein 175,4
ENSG00000120925,-0.512779119,0.023347093,RNF170,ring finger protein 170,8
ENSG00000115414,0.567306885,0.023411411,FN1,fibronectin 1,2
ENSG00000138463,-0.434710742,0.023412988,SLC49A4,solute carrier family 49 member 4,3
ENSG00000075399,0.635098649,0.023458308,VPS9D1,VPS9 domain containing 1,16
ENSG00000167703,0.586715168,0.023459399,SLC43A2,solute carrier family 43 member 2,17
ENSG00000155886,-0.704116543,0.023461888,SLC24A2,solute carrier family 24 member 2,9
ENSG00000198860,-0.493411584,0.023498859,TSEN15,tRNA splicing endonuclease subunit 15,1
ENSG00000057608,-0.553056652,0.023555593,GDI2,GDP dissociation inhibitor 2,10
ENSG00000174165,0.549474696,0.023586147,ZDHHC24,zinc finger DHHC-type containing 24,11
ENSG00000171105,0.444730404,0.0236174,INSR,insulin receptor,19
ENSG00000198604,0.695612859,0.023620916,BAZ1A,bromodomain adjacent to zinc finger domain 1A,14
ENSG00000136279,0.461849071,0.023620916,DBNL,drebrin like,7
ENSG00000265808,-0.45192962,0.023620916,SEC22B,"SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)",1
ENSG00000141456,0.481234256,0.023621711,PELP1,"proline, glutamate and leucine rich protein 1",17
ENSG00000115504,-0.516363325,0.023644708,EHBP1,EH domain binding protein 1,2
ENSG00000043093,-0.45896484,0.023654164,DCUN1D1,defective in cullin neddylation 1 domain containing 1,3
ENSG00000138617,0.488107573,0.023676077,PARP16,poly(ADP-ribose) polymerase family member 16,15
ENSG00000003393,-0.471795351,0.023719464,ALS2,alsin Rho guanine nucleotide exchange factor ALS2,2
ENSG00000058729,-0.532569971,0.023786254,RIOK2,RIO kinase 2,5
ENSG00000072195,0.596359094,0.023800125,SPEG,striated muscle enriched protein kinase,2
ENSG00000105576,0.460292235,0.023816786,TNPO2,transportin 2,19
ENSG00000157193,-0.462499349,0.023828264,LRP8,LDL receptor related protein 8,1
ENSG00000182325,0.973608158,0.023834889,FBXL6,F-box and leucine rich repeat protein 6,8
ENSG00000133250,0.80176702,0.023850028,ZNF414,zinc finger protein 414,19
ENSG00000080345,-0.444471921,0.023850028,RIF1,replication timing regulatory factor 1,2
ENSG00000136937,-0.458038928,0.023909242,NCBP1,nuclear cap binding protein subunit 1,9
ENSG00000008710,0.809580389,0.023981869,PKD1,"polycystin 1, transient receptor potential channel interacting",16
ENSG00000137193,0.75183507,0.023985708,PIM1,"Pim-1 proto-oncogene, serine/threonine kinase",6
ENSG00000143390,-0.419236774,0.024019047,RFX5,regulatory factor X5,1
ENSG00000181773,-0.996395358,0.024033514,GPR3,G protein-coupled receptor 3,1
ENSG00000088836,0.995277346,0.024059081,SLC4A11,solute carrier family 4 member 11,20
ENSG00000132356,-0.50414298,0.024059081,PRKAA1,protein kinase AMP-activated catalytic subunit alpha 1,5
ENSG00000175066,-0.490314355,0.024137175,GK5,glycerol kinase 5,3
ENSG00000211460,-0.433532456,0.024144495,TSN,translin,2
ENSG00000156500,0.581681065,0.024159592,FAM122C,family with sequence similarity 122C,X
ENSG00000072133,-0.725689203,0.024173514,RPS6KA6,ribosomal protein S6 kinase A6,X
ENSG00000172005,0.706052689,0.024184696,MAL,"mal, T cell differentiation protein",2
ENSG00000082126,-0.758646989,0.024229721,MPP4,membrane palmitoylated protein 4,2
ENSG00000170471,-0.423994479,0.02423125,RALGAPB,Ral GTPase activating protein non-catalytic beta subunit,20
ENSG00000107745,-0.496590914,0.024291554,MICU1,mitochondrial calcium uptake 1,10
ENSG00000054690,0.725792749,0.024299385,PLEKHH1,"pleckstrin homology, MyTH4 and FERM domain containing H1",14
ENSG00000172361,0.820946044,0.024331937,CFAP53,cilia and flagella associated protein 53,18
ENSG00000100142,0.555619947,0.024365474,POLR2F,RNA polymerase II subunit F,22
ENSG00000107651,-0.447232812,0.02436758,SEC23IP,SEC23 interacting protein,10
ENSG00000179021,-0.473160931,0.024384482,C3orf38,chromosome 3 open reading frame 38,3
ENSG00000204272,-0.574916034,0.024408515,NBDY,negative regulator of P-body association,X
ENSG00000128311,0.817502881,0.024408967,TST,thiosulfate sulfurtransferase,22
ENSG00000171860,1.270936051,0.024408967,C3AR1,complement C3a receptor 1,12
ENSG00000163145,-0.749080988,0.024408967,C1QTNF7,C1q and TNF related 7,4
ENSG00000136404,-0.604802108,0.02444763,TM6SF1,transmembrane 6 superfamily member 1,15
ENSG00000176853,-0.46172141,0.02444763,FAM91A1,family with sequence similarity 91 member A1,8
ENSG00000015532,0.554668611,0.02445474,XYLT2,xylosyltransferase 2,17
ENSG00000185627,-0.420529405,0.024486818,PSMD13,"proteasome 26S subunit, non-ATPase 13",11
ENSG00000213281,-0.460401639,0.024486818,NRAS,"NRAS proto-oncogene, GTPase",1
ENSG00000173992,0.477344341,0.024488874,CCS,copper chaperone for superoxide dismutase,11
ENSG00000170946,-0.470462085,0.024495687,DNAJC24,DnaJ heat shock protein family (Hsp40) member C24,11
ENSG00000119681,0.88599107,0.024503883,LTBP2,latent transforming growth factor beta binding protein 2,14
ENSG00000117477,-0.671187487,0.024553314,CCDC181,coiled-coil domain containing 181,1
ENSG00000162545,-0.594843794,0.024616353,CAMK2N1,calcium/calmodulin dependent protein kinase II inhibitor 1,1
ENSG00000072803,-0.381901128,0.024641598,FBXW11,F-box and WD repeat domain containing 11,5
ENSG00000169031,0.602156592,0.024695278,COL4A3,collagen type IV alpha 3 chain,2
ENSG00000169271,-0.810924323,0.024698265,HSPB3,heat shock protein family B (small) member 3,5
ENSG00000185989,0.481638849,0.024702841,RASA3,RAS p21 protein activator 3,13
ENSG00000141401,0.796609057,0.024720361,IMPA2,inositol monophosphatase 2,18
ENSG00000187266,1.043927804,0.024721497,EPOR,erythropoietin receptor,19
ENSG00000175220,0.647951372,0.024721497,ARHGAP1,Rho GTPase activating protein 1,11
ENSG00000138738,-0.522336174,0.024721497,PRDM5,PR/SET domain 5,4
ENSG00000164691,0.922375154,0.024723945,TAGAP,T cell activation RhoGTPase activating protein,6
ENSG00000103194,-0.387498553,0.024725168,USP10,ubiquitin specific peptidase 10,16
ENSG00000203791,-0.531495076,0.024736344,EEF1AKMT2,EEF1A lysine methyltransferase 2,10
ENSG00000137038,-0.561364048,0.024736344,DMAC1,distal membrane arm assembly complex 1,9
ENSG00000268182,-0.553175867,0.024755851,SMIM17,small integral membrane protein 17,19
ENSG00000143418,0.59458974,0.024755851,CERS2,ceramide synthase 2,1
ENSG00000257315,1.066728298,0.024755851,ZBED6,zinc finger BED-type containing 6,1
ENSG00000176049,-0.436912938,0.02476443,JAKMIP2,janus kinase and microtubule interacting protein 2,5
ENSG00000154478,-0.576328025,0.024793661,GPR26,G protein-coupled receptor 26,10
ENSG00000159199,-0.589419597,0.024842736,ATP5MC1,ATP synthase membrane subunit c locus 1,17
ENSG00000031003,-0.438830899,0.024842736,FAM13B,family with sequence similarity 13 member B,5
ENSG00000206560,-0.464103862,0.024867119,ANKRD28,ankyrin repeat domain 28,3
ENSG00000009790,0.865728167,0.024894382,TRAF3IP3,TRAF3 interacting protein 3,1
ENSG00000087460,-0.541211992,0.024899454,GNAS,GNAS complex locus,20
ENSG00000070886,1.203639857,0.024899454,EPHA8,EPH receptor A8,1
ENSG00000196267,-0.486866355,0.024936262,ZNF836,zinc finger protein 836,19
ENSG00000189369,-0.651908962,0.024975684,GSPT2,G1 to S phase transition 2,X
ENSG00000142235,0.744748197,0.024975684,LMTK3,lemur tyrosine kinase 3,19
ENSG00000136631,-0.40800143,0.024986519,VPS45,vacuolar protein sorting 45 homolog,1
ENSG00000123728,-0.431786971,0.024988869,RAP2C,"RAP2C, member of RAS oncogene family",X
ENSG00000001561,-0.590454432,0.025002419,ENPP4,ectonucleotide pyrophosphatase/phosphodiesterase 4,6
ENSG00000160685,0.875928218,0.025031295,ZBTB7B,zinc finger and BTB domain containing 7B,1
ENSG00000135924,0.697337845,0.025047363,DNAJB2,DnaJ heat shock protein family (Hsp40) member B2,2
ENSG00000104375,0.533879904,0.025048799,STK3,serine/threonine kinase 3,8
ENSG00000105229,0.673016475,0.025051431,PIAS4,protein inhibitor of activated STAT 4,19
ENSG00000205085,0.63389119,0.025060867,FAM71F2,family with sequence similarity 71 member F2,7
ENSG00000160999,0.995252281,0.025092716,SH2B2,SH2B adaptor protein 2,7
ENSG00000118432,-0.752686253,0.025092716,CNR1,cannabinoid receptor 1,6
ENSG00000101198,0.852988724,0.025098531,NKAIN4,sodium/potassium transporting ATPase interacting 4,20
ENSG00000092199,-0.455310097,0.025105493,HNRNPC,heterogeneous nuclear ribonucleoprotein C,14
ENSG00000179603,-0.525769832,0.025109434,GRM8,glutamate metabotropic receptor 8,7
ENSG00000160781,0.735959676,0.025109434,PAQR6,progestin and adipoQ receptor family member 6,1
ENSG00000071537,-0.455998226,0.025116471,SEL1L,SEL1L adaptor subunit of ERAD E3 ubiquitin ligase,14
ENSG00000137871,-0.559171967,0.025118939,ZNF280D,zinc finger protein 280D,15
ENSG00000134900,-0.479603493,0.025120653,TPP2,tripeptidyl peptidase 2,13
ENSG00000124508,0.722218953,0.025121073,BTN2A2,butyrophilin subfamily 2 member A2,6
ENSG00000120915,0.572821612,0.02513983,EPHX2,epoxide hydrolase 2,8
ENSG00000164850,0.933964237,0.02513983,GPER1,G protein-coupled estrogen receptor 1,7
ENSG00000119231,-0.355569704,0.025145558,SENP5,SUMO specific peptidase 5,3
ENSG00000136457,0.805147589,0.025173445,CHAD,chondroadherin,17
ENSG00000175348,-0.385027908,0.025173445,TMEM9B,TMEM9 domain family member B,11
ENSG00000145901,0.403013538,0.025173445,TNIP1,TNFAIP3 interacting protein 1,5
ENSG00000130402,0.518984196,0.025197193,ACTN4,actinin alpha 4,19
ENSG00000142920,0.467661781,0.025219376,AZIN2,antizyme inhibitor 2,1
ENSG00000253305,0.557106777,0.0252273,PCDHGB6,"protocadherin gamma subfamily B, 6",5
ENSG00000205981,-0.536434643,0.025281198,DNAJC19,DnaJ heat shock protein family (Hsp40) member C19,3
ENSG00000172954,-0.506054242,0.025281198,LCLAT1,lysocardiolipin acyltransferase 1,2
ENSG00000163794,1.00255063,0.025309993,UCN,urocortin,2
ENSG00000179632,0.520801452,0.025312265,MAF1,"MAF1 homolog, negative regulator of RNA polymerase III",8
ENSG00000206172,1.101268968,0.025355745,HBA1,hemoglobin subunit alpha 1,16
ENSG00000143793,0.606320668,0.025358048,C1orf35,chromosome 1 open reading frame 35,1
ENSG00000149212,-0.543378614,0.025380605,SESN3,sestrin 3,11
ENSG00000121073,-0.455854913,0.025404741,SLC35B1,solute carrier family 35 member B1,17
ENSG00000030582,0.684922093,0.025418633,GRN,granulin precursor,17
ENSG00000121068,0.871072779,0.025459589,TBX2,T-box transcription factor 2,17
ENSG00000179604,0.650707542,0.025476458,CDC42EP4,CDC42 effector protein 4,17
ENSG00000167578,0.924383359,0.025509172,RAB4B,"RAB4B, member RAS oncogene family",19
ENSG00000161513,0.718911649,0.025521811,FDXR,ferredoxin reductase,17
ENSG00000164109,-0.871164824,0.025521811,MAD2L1,mitotic arrest deficient 2 like 1,4
ENSG00000183783,-0.569090529,0.025523163,KCTD8,potassium channel tetramerization domain containing 8,4
ENSG00000117069,-0.685764663,0.025523163,ST6GALNAC5,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",1
ENSG00000113649,-0.410672458,0.025535533,TCERG1,transcription elongation regulator 1,5
ENSG00000168026,0.473151052,0.025540651,TTC21A,tetratricopeptide repeat domain 21A,3
ENSG00000144339,-0.628126773,0.025558313,TMEFF2,transmembrane protein with EGF like and two follistatin like domains 2,2
ENSG00000132016,0.800288759,0.025603008,C19orf57,chromosome 19 open reading frame 57,19
ENSG00000126243,0.631088236,0.025659807,LRFN3,leucine rich repeat and fibronectin type III domain containing 3,19
